id,title,Summary2,cause,newkeys,report_text,text_length,sif_indicators,indicator_count,sif_label,label_reason
201036621,employee falls from scaffold,"on august 20 2004 employee #1 was working as the foreman of a plastering contractor on the west side of the east tower. the east tower is one of two multi story buildings that house several single family dwellings. the west side of the east tower has at least five colors plastered on it from top to bottom. on the day before the accident the plasterers and employee #1 was working on the 18th floor starting with the beige color. they pulled the hose outside and up to the 18th floor and started working on the exterior wall while standing on a 2 by 10 by 10 platform on top of a 4-foot ""a"" frame ladder on one end and the top rail of a system scaffold on the other. a scaffold was erected to serve this area. employee #1 together with his crew accessed the scaffold adjacent to the balcony using the same 2 by 10 by 10 planking that they had used for a working platform while reaching for the higher exterior surfaces on the balcony. as employee #1 accessed the scaffold platform from the fourth floor balcony he noticed that there was not enough space on the end frame. so he decided to step out on the outerboard of the scaffold and enter the platform from there. as employee #l grabbed hold of a rail component on the scaffold's outerboard the rail gave way and he fell 35 feet and landed on the concrete. he was hospitalized for his injuries.",fall from/with scaffold,"fall, scaffold, work platform, work rules, fracture, plank, planking","employee falls from scaffold on august 20 2004 employee #1 was working as the foreman of a plastering contractor on the west side of the east tower. the east tower is one of two multi story buildings that house several single family dwellings. the west side of the east tower has at least five colors plastered on it from top to bottom. on the day before the accident the plasterers and employee #1 was working on the 18th floor starting with the beige color. they pulled the hose outside and up to the 18th floor and started working on the exterior wall while standing on a 2 by 10 by 10 platform on top of a 4-foot ""a"" frame ladder on one end and the top rail of a system scaffold on the other. a scaffold was erected to serve this area. employee #1 together with his crew accessed the scaffold adjacent to the balcony using the same 2 by 10 by 10 planking that they had used for a working platform while reaching for the higher exterior surfaces on the balcony. as employee #1 accessed the scaffold platform from the fourth floor balcony he noticed that there was not enough space on the end frame. so he decided to step out on the outerboard of the scaffold and enter the platform from there. as employee #l grabbed hold of a rail component on the scaffold's outerboard the rail gave way and he fell 35 feet and landed on the concrete. he was hospitalized for his injuries. fall from/with scaffold fall, scaffold, work platform, work rules, fracture, plank, planking",1470,fall_from_height,1,1,fall_with_height_exposure
200712297,employee dies after fall from scaffold,on july 13 2004 employee #1 fell from the first level of a prefabricated welded frame scaffold that was not fully planked. he was transported to a local hospital and never regained consciousness. he died on july 28 2004 as a result of the injuries sustained in the fall.,fall from/with scaffold,"scaffold, fall, planking, construction, carpenter, work rules, fall protection","employee dies after fall from scaffold on july 13 2004 employee #1 fell from the first level of a prefabricated welded frame scaffold that was not fully planked. he was transported to a local hospital and never regained consciousness. he died on july 28 2004 as a result of the injuries sustained in the fall. fall from/with scaffold scaffold, fall, planking, construction, carpenter, work rules, fall protection",412,"fatality, fall_from_height",2,1,fatal_outcome
201380631,employee dies from 13,at approximately 10:05 a.m. on february 17 2004 employee #1 was installing a hvac duct inside a drop ceiling while standing on planking. for some reason he fell approximately 13 feet to the ground. employee #1 died due to injuries sustained.,fall from/with scaffold,"fall, duct, planking, concussion, head, work surface, installing","employee dies from 13 at approximately 10:05 a.m. on february 17 2004 employee #1 was installing a hvac duct inside a drop ceiling while standing on planking. for some reason he fell approximately 13 feet to the ground. employee #1 died due to injuries sustained. fall from/with scaffold fall, duct, planking, concussion, head, work surface, installing",352,"fatality, fall_from_height",2,1,fatal_outcome; fall_with_height_exposure
201772183,employee is killed in fall from scaffold,employee #1 a mason was working from the side bracket work platform of a mast climbing scaffold. the platform planks slipped off their bearers and fell out from underneath the employee. the employee fell approximately 40 feet to the ground and was killed.,fall from/with scaffold,"scaffold, scaffold collapse, planking, unstable surface, work surface, fall, work platform","employee is killed in fall from scaffold employee #1 a mason was working from the side bracket work platform of a mast climbing scaffold. the platform planks slipped off their bearers and fell out from underneath the employee. the employee fell approximately 40 feet to the ground and was killed. fall from/with scaffold scaffold, scaffold collapse, planking, unstable surface, work surface, fall, work platform",411,"fatality, fall_from_height",2,1,fatal_outcome; fall_with_height_exposure
201173580,employee is injured in fall from scaffold,at about 8:53 a.m. on june 9 2003 employee #1 a mason with john jackson masonry was on a metal scaffold erecting a concrete block wall at a water treatment plant addition in south lake tahoe ca. when a platform plank (which was not long enough and not secured) became dislodged from its support bracket he fell to the ground and sustained bruises.,fall from/with scaffold,"fall, scaffold, concrete, concrete block, plank, planking, contusion, unsecured","employee is injured in fall from scaffold at about 8:53 a.m. on june 9 2003 employee #1 a mason with john jackson masonry was on a metal scaffold erecting a concrete block wall at a water treatment plant addition in south lake tahoe ca. when a platform plank (which was not long enough and not secured) became dislodged from its support bracket he fell to the ground and sustained bruises. fall from/with scaffold fall, scaffold, concrete, concrete block, plank, planking, contusion, unsecured",493,fall_from_height,1,0,no_strong_sif_evidence
202509378,employee suffers a concussion in fall from scaffold,at approximately 7:15 a.m. on april 21 2012 employee #1 a laborer was assigned the task of inset deck plastering on the second tier of a scaffold. while on the second tier of the scaffold the employee fell and landed on the ground. employee #1 sustained head and back injuries when he fell from the second tier of the scaffold. employee #1 was transported via calstar helicopter to john muir hospital walnut creek for treatment of a concussion. the employee remains hospitalized.,fall from/with scaffold,"plastic mfg, fall, head, back, concussion","employee suffers a concussion in fall from scaffold at approximately 7:15 a.m. on april 21 2012 employee #1 a laborer was assigned the task of inset deck plastering on the second tier of a scaffold. while on the second tier of the scaffold the employee fell and landed on the ground. employee #1 sustained head and back injuries when he fell from the second tier of the scaffold. employee #1 was transported via calstar helicopter to john muir hospital walnut creek for treatment of a concussion. the employee remains hospitalized. fall from/with scaffold plastic mfg, fall, head, back, concussion",597,fall_from_height,1,0,no_strong_sif_evidence
202452207,employee's face is injured when pipe plug fails,on january 3 2006 employee #1 a plumber's assistant was pressure testing a newly-installed sewer line on a residential construction site. he was applying air pressure to the line through a 3-in.-diameter long test ball plumber's plug (cherne industries part number 271-039) which was inserted into the sewer line. the air supply was a pressure vessel that was not equipped with a regulator or a pressure gauge. the manufacturer's recommended maximum fill pressure was later determined to be 35 psig. when the plug failed a section of it flew out of the pipe and struck employee #1's face. he was hospitalized for facial fractures and sustained total blindness in his right eye and 30 percent loss of vision in his left eye. prior to the accident the plug was about 19 in. long. the portion that ejected from the pipe and struck employee #1 measured approximately 7.5 in. long.,struck by falling object/projectile,"plug adapter, pipe, sewer, pressure release, air pressure, flying object, struck by, eye, face, construction","employee's face is injured when pipe plug fails on january 3 2006 employee #1 a plumber's assistant was pressure testing a newly-installed sewer line on a residential construction site. he was applying air pressure to the line through a 3-in.-diameter long test ball plumber's plug (cherne industries part number 271-039) which was inserted into the sewer line. the air supply was a pressure vessel that was not equipped with a regulator or a pressure gauge. the manufacturer's recommended maximum fill pressure was later determined to be 35 psig. when the plug failed a section of it flew out of the pipe and struck employee #1's face. he was hospitalized for facial fractures and sustained total blindness in his right eye and 30 percent loss of vision in his left eye. prior to the accident the plug was about 19 in. long. the portion that ejected from the pipe and struck employee #1 measured approximately 7.5 in. long. struck by falling object/projectile plug adapter, pipe, sewer, pressure release, air pressure, flying object, struck by, eye, face, construction",1069,"struck_by, confined_space, energy_release",3,1,uncontrolled_energy_release
200782647,employee struck by water line plug,on february 4 2003 an employee was removing the steel plug from the dead end of an 8-inch-diameter water line. the water was not turned off from the up-line plug. the plug blew out filling the trench with water and striking the employee causing his death.,struck by falling object/projectile,"steel, water, trench, plug adapter","employee struck by water line plug on february 4 2003 an employee was removing the steel plug from the dead end of an 8-inch-diameter water line. the water was not turned off from the up-line plug. the plug blew out filling the trench with water and striking the employee causing his death. struck by falling object/projectile steel, water, trench, plug adapter",361,"fatality, struck_by",2,1,fatal_outcome; struck_by_vehicle_exposure
14525893,electric shock,an employee was installing a cover at the bottom drain of an empty swimming pool. he was using an electric drill with a three-conductor cord set plugged into a grounding-type receptacle outlet. between the three-pronged plug on the drill's pendant cord and the cord connector (receptacle) on the cord set was an adapter designed to provide a grounding means for ungrounded receptacles. this adapter had a tab with a hole for the receptacle face plate screw which was bent over and was in contact with the ungrounded prong of the adapter. the employee who was wearing rubber-soled shoes apparently knelt on the concrete pool bottom to drill holes in the flange of the drain pipe. he received a fatal electric shock from the metal drill case which had become energized through the grounding tab of the adapter.,[],"electrical, electrocuted, electric drill, cord set, attachment plug, plug adapter, e c","electric shock an employee was installing a cover at the bottom drain of an empty swimming pool. he was using an electric drill with a three-conductor cord set plugged into a grounding-type receptacle outlet. between the three-pronged plug on the drill's pendant cord and the cord connector (receptacle) on the cord set was an adapter designed to provide a grounding means for ungrounded receptacles. this adapter had a tab with a hole for the receptacle face plate screw which was bent over and was in contact with the ungrounded prong of the adapter. the employee who was wearing rubber-soled shoes apparently knelt on the concrete pool bottom to drill holes in the flange of the drain pipe. he received a fatal electric shock from the metal drill case which had become energized through the grounding tab of the adapter. [] electrical, electrocuted, electric drill, cord set, attachment plug, plug adapter, e c",913,"fatality, electrical",2,1,fatal_outcome; electrical_energy_exposure
200923092,worker is killed in fall down stairs,at approximately 11:30 a.m. on july 15 2013 employee #1 employed by a plumbing and water treatment company was working at a new home construction site. he was on the second floor. he fell down the stairway. employee #1's coworkers and the company owner found him lying unresponsive on the first floor at the bottom of the stairs. emergency services were called and new kent emergency services responded. the emts declared employee #1 deceased at the job site.,fall,"construction, plumbing, stair, fall, fall protection","worker is killed in fall down stairs at approximately 11:30 a.m. on july 15 2013 employee #1 employed by a plumbing and water treatment company was working at a new home construction site. he was on the second floor. he fell down the stairway. employee #1's coworkers and the company owner found him lying unresponsive on the first floor at the bottom of the stairs. emergency services were called and new kent emergency services responded. the emts declared employee #1 deceased at the job site. fall construction, plumbing, stair, fall, fall protection",554,fatality,1,1,fatal_outcome
202545208,employee amputates finger while using drill,on february 26 2013 an employee was using a milwaukee heavy duty hole hawg 1675-1 drill to install a garbage disposal under a kitchen sink. the drill was shaking so he used his left hand to stabilize the drill. the employee was holding the extension of the drill bit while drilling a hole. the drill extension rod tore his left ring finger. his first knuckle ring finger was amputated. the employee was not hospitalized. it was determined the employer did not provide training to the employee.,other,"amputated, finger, plumbing, hand tool, untrained","employee amputates finger while using drill on february 26 2013 an employee was using a milwaukee heavy duty hole hawg 1675-1 drill to install a garbage disposal under a kitchen sink. the drill was shaking so he used his left hand to stabilize the drill. the employee was holding the extension of the drill bit while drilling a hole. the drill extension rod tore his left ring finger. his first knuckle ring finger was amputated. the employee was not hospitalized. it was determined the employer did not provide training to the employee. other amputated, finger, plumbing, hand tool, untrained",593,amputation,1,0,no_strong_sif_evidence
202686226,plumber hammering pipe through wall sprains his back,on january 3 2013 employee #1 a plumber employed by a plumbing heating and air conditioning contractor was using a hammer to drive a small pipe through a wall. he strained his back. his injury required hospitalization and treatment.,[],"construction, plumbing, hand tool, pipe, wall, back, sprain","plumber hammering pipe through wall sprains his back on january 3 2013 employee #1 a plumber employed by a plumbing heating and air conditioning contractor was using a hammer to drive a small pipe through a wall. he strained his back. his injury required hospitalization and treatment. [] construction, plumbing, hand tool, pipe, wall, back, sprain",348,,0,0,no_strong_sif_evidence
200784494,three employees sustain burns when propane gas explodes,at approximately 8:00 a.m. on june 23 2008 employees #1 #2 and #3 were applying a pvc lining to an underground sewer main in plano texas. the employer used pipe curing system that was mounted on inside of a box trailer. at the time of the incident employees #1 #2 and #3 were filling the propane vaporizer tank. a fire occurred inside the trailer and ignited liquid propane that was leaking from the system. the liquid propane gas exploded and employees #1 #2 and #3 were severely burned. they were hospitalized.,fire/explosion,"propane, polyvinyl chloride, construction, sewer, pipe, trailer, tank, fire, explosion, burn","three employees sustain burns when propane gas explodes at approximately 8:00 a.m. on june 23 2008 employees #1 #2 and #3 were applying a pvc lining to an underground sewer main in plano texas. the employer used pipe curing system that was mounted on inside of a box trailer. at the time of the incident employees #1 #2 and #3 were filling the propane vaporizer tank. a fire occurred inside the trailer and ignited liquid propane that was leaking from the system. the liquid propane gas exploded and employees #1 #2 and #3 were severely burned. they were hospitalized. fire/explosion propane, polyvinyl chloride, construction, sewer, pipe, trailer, tank, fire, explosion, burn",676,"fire_explosion, confined_space",2,1,fire_explosion_energy
200773836,employee cuts knee with saw,employee #1 was using an abrasive saw to cut pvc pipe that was lying on the ground. employee #1 was holding the handle and trigger with his left hand and holding the guard up with his left thumb so he could see the cut mark on the pipe. just as he finished the cut while still holding the guard he turned his body and his right knee struck the abrasive saw blade. employee #1 was hospitalized for treatment of a knee laceration.,other,"knee, saw, laceration, polyvinyl chloride, pipe, construction","employee cuts knee with saw employee #1 was using an abrasive saw to cut pvc pipe that was lying on the ground. employee #1 was holding the handle and trigger with his left hand and holding the guard up with his left thumb so he could see the cut mark on the pipe. just as he finished the cut while still holding the guard he turned his body and his right knee struck the abrasive saw blade. employee #1 was hospitalized for treatment of a knee laceration. other knee, saw, laceration, polyvinyl chloride, pipe, construction",524,struck_by,1,0,no_strong_sif_evidence
201361581,employee is killed when struck by pvc pipe,on october 31 2001 employee #1 was assisting in unloading pvc piping weighing approximately 2 000 lbs. employee #2 was positioned outside the truck on the ground employee #3 was occupying a backhoe and employee #4 was located in the cab of the pvc pipe delivery truck. employee #1 was alone on one side of the truck when the straps and chain holding the pipe were removed and one pipe approximately 50-ft long fell off the truck and struck employee #1. employee #1 was killed.,struck by falling object/projectile,"polyvinyl chloride, backhoe, chain, pipe, struck by","employee is killed when struck by pvc pipe on october 31 2001 employee #1 was assisting in unloading pvc piping weighing approximately 2 000 lbs. employee #2 was positioned outside the truck on the ground employee #3 was occupying a backhoe and employee #4 was located in the cab of the pvc pipe delivery truck. employee #1 was alone on one side of the truck when the straps and chain holding the pipe were removed and one pipe approximately 50-ft long fell off the truck and struck employee #1. employee #1 was killed. struck by falling object/projectile polyvinyl chloride, backhoe, chain, pipe, struck by",607,"fatality, struck_by",2,1,fatal_outcome
201952900,employee injured when plumbing pipe system exploded,the plumbing pipe system consisted of schedule 40 pvc plastic pipe which ran under the ground for installation within a multi-family housing unit. the system had been in place and sealed for 24 to 48 hours prior to the explosion. an employee with a cigarette in his mouth removed a cap from the piping while employee #1 crouched down at a different location to install copper piping. the fumes from the pvc glue and cleaner were ignited by the cigarette and ignited throughout the piping system causing the end of the system to explode injuring employee #1 who received lacerations and burns to the face neck scalp and inner thighs. employee #1 was transported to the hospital trauma unit via aircare and was treated and released.,fire/explosion,"explosion, sewer, pipe, polyvinyl chloride, glue, laceration, burn, face, neck, thigh","employee injured when plumbing pipe system exploded the plumbing pipe system consisted of schedule 40 pvc plastic pipe which ran under the ground for installation within a multi-family housing unit. the system had been in place and sealed for 24 to 48 hours prior to the explosion. an employee with a cigarette in his mouth removed a cap from the piping while employee #1 crouched down at a different location to install copper piping. the fumes from the pvc glue and cleaner were ignited by the cigarette and ignited throughout the piping system causing the end of the system to explode injuring employee #1 who received lacerations and burns to the face neck scalp and inner thighs. employee #1 was transported to the hospital trauma unit via aircare and was treated and released. fire/explosion explosion, sewer, pipe, polyvinyl chloride, glue, laceration, burn, face, neck, thigh",883,fire_explosion,1,1,fire_explosion_energy
201404365,employee partially buried in unstable soil cave,an employee was installing pvc pipe in an excavation that was nine feet deep. the excavation had vertical sides but did not have a trench guard. the employee was buried up to his neck when unstable soil caved in on the victim.,trench collapse,"cave-in, excavation, trench, trench box, unstable soil, pipe, polyvinyl chloride, construction","employee partially buried in unstable soil cave an employee was installing pvc pipe in an excavation that was nine feet deep. the excavation had vertical sides but did not have a trench guard. the employee was buried up to his neck when unstable soil caved in on the victim. trench collapse cave-in, excavation, trench, trench box, unstable soil, pipe, polyvinyl chloride, construction",385,,0,0,no_strong_sif_evidence
170185581,two employees burned in flash fire,at 9:00 a.m. on june 5 1991 employee #1 was torching the ear from a cylinder as employee #2 stood 2 ft away watching. flammable vapors had accumulated in the 50 ft long pvc pipe inside the cylinder and they exploded. employee #1 suffered second- and third-degree burns over all his body and was hospitalized. employee #2 was seen by an emergency room physician and discharged the same day. the source of the flammable vapors was the pvc solvent cement used to glue the pipes.,[],"flammable vapors, explosion, burn, construction, torch, polyvinyl chloride, vapor, chemical vapor","two employees burned in flash fire at 9:00 a.m. on june 5 1991 employee #1 was torching the ear from a cylinder as employee #2 stood 2 ft away watching. flammable vapors had accumulated in the 50 ft long pvc pipe inside the cylinder and they exploded. employee #1 suffered second- and third-degree burns over all his body and was hospitalized. employee #2 was seen by an emergency room physician and discharged the same day. the source of the flammable vapors was the pvc solvent cement used to glue the pipes. [] flammable vapors, explosion, burn, construction, torch, polyvinyl chloride, vapor, chemical vapor",611,fire_explosion,1,1,fire_explosion_energy
202588018,employee injures head and shoulder in fall from rafters,at approximately10:20 a.m. on november 19 2012 employee #1 was a framing the roof structure of an indoor swimming pool house while walking in the center of 24 ft rafters. the employee lost his balance and fell through the rafters about 14 ft landing on a concrete deck. employee #1 was transported to eden hospital where he was treated for a head concussion and shoulder contusion. employee #1 was hospitalized for three days.,fall from/with scaffold,"rafter, walk platform, swim, pool, fall, concrete, head, concussion, shoulder, contusion","employee injures head and shoulder in fall from rafters at approximately10:20 a.m. on november 19 2012 employee #1 was a framing the roof structure of an indoor swimming pool house while walking in the center of 24 ft rafters. the employee lost his balance and fell through the rafters about 14 ft landing on a concrete deck. employee #1 was transported to eden hospital where he was treated for a head concussion and shoulder contusion. employee #1 was hospitalized for three days. fall from/with scaffold rafter, walk platform, swim, pool, fall, concrete, head, concussion, shoulder, contusion",595,fall_from_height,1,1,fall_with_height_exposure
200999175,employee is crushed by cement truck and dies,employee #1 was finishing concrete on the bottom of a newly constructed swimming pool. the crew had just finished two sides and the cement driver was instructed to add some water to the concrete. after adding water the truck became unstable along the side of the pool causing the concrete truck to roll over and fall into the pool. employee #1 was crushed as a result of the accident and died from his injuries.,crushed/run,"crushed, truck, concrete, pool, water, roll-over, fall","employee is crushed by cement truck and dies employee #1 was finishing concrete on the bottom of a newly constructed swimming pool. the crew had just finished two sides and the cement driver was instructed to add some water to the concrete. after adding water the truck became unstable along the side of the pool causing the concrete truck to roll over and fall into the pool. employee #1 was crushed as a result of the accident and died from his injuries. crushed/run crushed, truck, concrete, pool, water, roll-over, fall",523,"fatality, caught_between",2,1,fatal_outcome; caught_between_high_energy
202469383,employee falls from walkway into empty pool receives injuri,at approximately 8:00 a.m. on september 1 2010 employee #1 a roofer and helper was throwing an electrical extension cord over the roof of a one-story single family residence while standing on a 6 ft wide concrete surface walkway between an empty swimming pool and the building. as he threw the electrical cord he lost his balance and fell approximately 8.33 ft into the empty swimming pool. he sustained serious and unspecified injuries that included fractures. emergency medical personnel were summoned. they arrived and transported him to a medical center where he was hospitalized and received medical attention over nine days.,fall,"unguarded, pool, lost balance, fall, fracture","employee falls from walkway into empty pool receives injuri at approximately 8:00 a.m. on september 1 2010 employee #1 a roofer and helper was throwing an electrical extension cord over the roof of a one-story single family residence while standing on a 6 ft wide concrete surface walkway between an empty swimming pool and the building. as he threw the electrical cord he lost his balance and fell approximately 8.33 ft into the empty swimming pool. he sustained serious and unspecified injuries that included fractures. emergency medical personnel were summoned. they arrived and transported him to a medical center where he was hospitalized and received medical attention over nine days. fall unguarded, pool, lost balance, fall, fracture",741,"fall_from_height, electrical",2,1,fall_with_height_exposure
201075645,employee receives electric shock from pool pump,at approximately 11:00 a.m. on august 26 2010 employee #1 was attempting to drain a pool. while standing barefooted in the pool's shallow water he tried to start a submersible pump. the pump was connected to a power source via an extension cord that was plugged into a wall outlet which was not protected by a ground fault circuit interrupter. the cord passed through an open window and into the pool area. employee #1 failed to start the pump and decided to strike it with a hammer. as he struck the pump he received an electrical shock. a witness saw him fall backwards and into the water. the witness disconnected the extension cord. emergency medical personnel were summoned and transported him to a hospital where he was hospitalized in excess of 24 hours.,[],"pool, pump, electric shock","employee receives electric shock from pool pump at approximately 11:00 a.m. on august 26 2010 employee #1 was attempting to drain a pool. while standing barefooted in the pool's shallow water he tried to start a submersible pump. the pump was connected to a power source via an extension cord that was plugged into a wall outlet which was not protected by a ground fault circuit interrupter. the cord passed through an open window and into the pool area. employee #1 failed to start the pump and decided to strike it with a hammer. as he struck the pump he received an electrical shock. a witness saw him fall backwards and into the water. the witness disconnected the extension cord. emergency medical personnel were summoned and transported him to a hospital where he was hospitalized in excess of 24 hours. [] pool, pump, electric shock",839,"struck_by, electrical",2,1,electrical_energy_exposure
200997757,employee killed by semi truck while crouched in hole,on april 13 2011 an employee was drilling holes to install dowel rods in concrete for patch job to a roadway. he was working in a hole 3 feet by 13 feet and 10 inches deep. he was in a crouched down position. a semi driver attempted a tight right hand turn and the employee was run over by the wheels of the trailer. employee died of blunt force trauma injuries.,crushed/run,"struck by, tractor trailer, poor visibility, highway","employee killed by semi truck while crouched in hole on april 13 2011 an employee was drilling holes to install dowel rods in concrete for patch job to a roadway. he was working in a hole 3 feet by 13 feet and 10 inches deep. he was in a crouched down position. a semi driver attempted a tight right hand turn and the employee was run over by the wheels of the trailer. employee died of blunt force trauma injuries. crushed/run struck by, tractor trailer, poor visibility, highway",480,"fatality, struck_by, caught_between",3,1,fatal_outcome; caught_between_high_energy; struck_by_vehicle_exposure
202653879,employee lacerates thumb with skil saw,at approximately 1:00 p.m. on august 14 2012 employee #1 a carpenter and foreman was cutting a 2 ft by 4 ft piece of wood with a skil saw. as he was operating the saw the wood struck the blade and kicked back. his left thumb contacted the blade and was lacerated. employee #1 was transported to a hospital where he received medical care and was then released.,other,"portable power tool, saw, kick back, struck against, blade, thumb, laceration","employee lacerates thumb with skil saw at approximately 1:00 p.m. on august 14 2012 employee #1 a carpenter and foreman was cutting a 2 ft by 4 ft piece of wood with a skil saw. as he was operating the saw the wood struck the blade and kicked back. his left thumb contacted the blade and was lacerated. employee #1 was transported to a hospital where he received medical care and was then released. other portable power tool, saw, kick back, struck against, blade, thumb, laceration",482,struck_by,1,0,no_strong_sif_evidence
202555298,worker's leg is fractured when caught between ladder rungs,on june 27 2012 an employee of a concrete subcontractor was working at a new residential construction project in newport beach ca. he was standing on the fourth rung of an 8-foot portable step ladder and attempting to secure a shoring block with a pneumatic nail gun held above his head. the employee's leg became caught between two rungs of the ladder which caused his left leg to fracture. the employee fell from the ladder. emergency responders transported the employee to hoag hospital irvine ca where he was hospitalized and required surgery. the employee was a full-time employee for the subcontractor and did not work for a temporary staffing agency. cal/osha was notified of this accident on june 27 2012.,fall from/with ladder,"construction, stepladder, ladder, caught between, leg, fracture, fall, machine operator, portable power tool","worker's leg is fractured when caught between ladder rungs on june 27 2012 an employee of a concrete subcontractor was working at a new residential construction project in newport beach ca. he was standing on the fourth rung of an 8-foot portable step ladder and attempting to secure a shoring block with a pneumatic nail gun held above his head. the employee's leg became caught between two rungs of the ladder which caused his left leg to fracture. the employee fell from the ladder. emergency responders transported the employee to hoag hospital irvine ca where he was hospitalized and required surgery. the employee was a full-time employee for the subcontractor and did not work for a temporary staffing agency. cal/osha was notified of this accident on june 27 2012. fall from/with ladder construction, stepladder, ladder, caught between, leg, fracture, fall, machine operator, portable power tool",903,"fall_from_height, caught_between",2,1,caught_between_high_energy
200361129,employee is shocked and burned when he touched a power line,at approximately 3:00 p.m. on july 24 2012 employee #1 a framer was hooking up roof trusses with non-conductive webbing attached to a steel cable with 150 lb. headache ball and hook attached to a boom-truck. the employee pulled the webbing and cable over to the truss and wrapped the webbing around. the steel cable had come into proximity to a 23 kv overhead power line and the ensuing arc of a power-energized cable. employee #1 touched the headache ball with his left palm and was shocked by the electrical current knocking him to the ground. employee #1 said he was okay but was transported by general contractor to rex healthcare for medical attention. the employee was later transported to unc burn center where employee #1 was hospitalized for two days and released with minor burn to left palm and 2nd degrees burns to the soles of both feet.,electrocution by equipment contacting wire,"roof, truss, steel connecting, elec utility work, potential gradient, shock, burn","employee is shocked and burned when he touched a power line at approximately 3:00 p.m. on july 24 2012 employee #1 a framer was hooking up roof trusses with non-conductive webbing attached to a steel cable with 150 lb. headache ball and hook attached to a boom-truck. the employee pulled the webbing and cable over to the truss and wrapped the webbing around. the steel cable had come into proximity to a 23 kv overhead power line and the ensuing arc of a power-energized cable. employee #1 touched the headache ball with his left palm and was shocked by the electrical current knocking him to the ground. employee #1 said he was okay but was transported by general contractor to rex healthcare for medical attention. the employee was later transported to unc burn center where employee #1 was hospitalized for two days and released with minor burn to left palm and 2nd degrees burns to the soles of both feet. electrocution by equipment contacting wire roof, truss, steel connecting, elec utility work, potential gradient, shock, burn",1035,"fall_from_height, electrical",2,1,electrical_energy_exposure
200450849,electric shock,some employees were loading 4.3-meter by 0.6-meter steel outdoor sign panels onto the bed of a boom truck. the weather was clear and dry. the employees had positioned the truck so that its bed was 1.6 meters beneath a 7200-volt overhead power line and had extended the outriggers. the operator elevated the boom to about 60 degrees and employees secured the panels to the load line with nylon straps. as the operator lowered the panels to the bed of the truck the load line contacted the power line. the helper at the rear of the truck was electrocuted either because he was touching the rear of the truck or because of potential gradients in the earth.,electrocution by equipment contacting wire,"electrical, electrocuted, overhead power line, boom truck, load line, potential gradient, e gi ia","electric shock some employees were loading 4.3-meter by 0.6-meter steel outdoor sign panels onto the bed of a boom truck. the weather was clear and dry. the employees had positioned the truck so that its bed was 1.6 meters beneath a 7200-volt overhead power line and had extended the outriggers. the operator elevated the boom to about 60 degrees and employees secured the panels to the load line with nylon straps. as the operator lowered the panels to the bed of the truck the load line contacted the power line. the helper at the rear of the truck was electrocuted either because he was touching the rear of the truck or because of potential gradients in the earth. electrocution by equipment contacting wire electrical, electrocuted, overhead power line, boom truck, load line, potential gradient, e gi ia",809,electrical,1,1,electrical_energy_exposure
170105605,electric shock,two employees were raising a 7.3-meter-long (24-foot-long) steel pipe for a well. as it neared a vertical position the pipe contacted a 7620-volt overhead power line. one of the employees was electrocuted and the other received an electric shock and serious burns. he was hospitalized for his injuries. two other nearby employees received electric shocks from potential gradients in the wet earth. they were also hospitalized.,[],"electrical, electrocuted, electric shock, burn, metal pipe, overhead power line, potential gradient, e gi ic","electric shock two employees were raising a 7.3-meter-long (24-foot-long) steel pipe for a well. as it neared a vertical position the pipe contacted a 7620-volt overhead power line. one of the employees was electrocuted and the other received an electric shock and serious burns. he was hospitalized for his injuries. two other nearby employees received electric shocks from potential gradients in the wet earth. they were also hospitalized. [] electrical, electrocuted, electric shock, burn, metal pipe, overhead power line, potential gradient, e gi ic",553,electrical,1,1,electrical_energy_exposure
